"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"JN867703.1.1370","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"JN662340.1.1364","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Bacillales bacterium V-9",0,1
"JN409036.1.1468","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured actinobacterium",0,1
"JN408890.1.1456","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","uncultured beta proteobacterium",0,1
"JN178803.1.1527","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"JN038843.1.1480","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group","uncultured Bacteroidetes bacterium","",0,1
"JN037903.1.1494","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Bacteroidetes bacterium",0,1
"JN023822.1.1440","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured bacterium",0,1
"JN023504.1.1455","Bacteria","WPS-2","uncultured bacterium","","","","",0,1
"JN023360.1.1453","Bacteria","WPS-2","uncultured bacterium","","","","",0,1
"JN023212.1.1490","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",0,1
"JN023164.1.1437","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured bacterium",0,1
"JF905619.1.1447","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","Methylobacterium sp. 20",0,1
"JF833895.1.1453","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",0,1
"JF833841.1.1449","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus","uncultured Alphaproteobacteria bacterium",0,1
"JF800698.1.1333","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"JF776877.1.1448","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadetes bacterium",0,1
"JF727711.1.1516","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",0,1
"JF718670.1.1487","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",0,1
"JF706661.1.1449","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured actinobacterium","","",0,1
"JF429378.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium",0,1
"JF429366.1.1496","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured","uncultured bacterium",0,1
"JF429108.1.1507","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",0,1
"JF428974.1.1494","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured bacterium",0,1
"JF428941.1.1481","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
"JF417964.1.1496","Bacteria","Firmicutes","Limnochordia","M55-D21","uncultured bacterium","","",0,1
"JF417829.1.1486","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","uncultured bacterium",0,1
"JF417809.1.1466","Bacteria","Cyanobacteria","Sericytochromatia","uncultured bacterium","","","",0,1
"JF417752.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","uncultured bacterium",0,1
"JF222368.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",0,1
"JF204126.1.1337","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured bacterium",0,1
"JF189023.1.1354","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured bacterium",0,1
"JF187621.1.1345","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF178921.1.1369","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","uncultured","uncultured bacterium",0,1
"JF175439.1.1344","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF175210.1.1374","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured bacterium","","",0,1
"JF145603.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",0,1
"JF120886.1.1366","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured bacterium",0,1
"JF118257.1.1320","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
"JF116612.1.1374","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"HZ486632.1.1480","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","Ureibacillus suwonensis",0,1
"HQ910292.1.1498","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas","uncultured bacterium",0,1
"HQ721165.1.1316","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylovirgula","uncultured bacterium",0,1
"HQ697470.1.1454","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"HQ697458.1.1454","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"HQ697446.1.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,1
"HQ697419.1.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",0,1
"HQ674918.1.1507","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured Planctomyces sp.","",0,1
"HQ674794.1.1459","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",0,1
"HQ622736.1.1513","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured delta proteobacterium",0,1
"HQ598874.1.1454","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured Acidobacteria bacterium",0,1
"HQ598784.1.1441","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured Acidobacteria bacterium",0,1
"HQ598441.1.1482","Bacteria","Acidobacteriota","Subgroup 5","uncultured Acidobacteria bacterium","","","",0,1
"HQ598366.1.1455","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured Acidobacteria bacterium",0,1
"HQ598356.1.1482","Bacteria","Acidobacteriota","Subgroup 5","uncultured Acidobacteria bacterium","","","",0,1
"HQ598245.1.1484","Bacteria","Acidobacteriota","Subgroup 5","uncultured Acidobacteria bacterium","","","",0,1
"HQ597162.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteria bacterium","",0,1
"HQ597152.1.1502","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteria bacterium","",0,1
"HQ445781.1.1513","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"HQ445671.1.1520","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium",0,1
"HQ121243.1.1504","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","uncultured bacterium",0,1
"HQ120956.1.1467","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured bacterium","","",0,1
"HQ120337.1.1406","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","uncultured bacterium",0,1
"HQ119678.1.1487","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,1
"HQ119518.1.1506","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"HQ119272.1.1362","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured bacterium",0,1
"HQ119207.1.1491","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera","uncultured bacterium",0,1
"HQ119173.1.1519","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured bacterium",0,1
"HQ119151.1.1456","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera","uncultured bacterium",0,1
"HQ119138.1.1499","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,1
"HQ119087.1.1524","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","uncultured bacterium",0,1
"HQ119044.1.1501","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"HQ119024.1.1482","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured bacterium",0,1
"HQ118650.1.1503","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","uncultured bacterium","",0,1
"HM836325.1.1351","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,1
"HM836186.1.1351","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,1
"HM748695.1.1420","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","bacterium Ellin6547","",0,1
"HM558381.1.1380","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured bacterium",0,1
"HM366470.1.1497","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","uncultured bacterium",0,1
"HM340950.1.1344","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","uncultured bacterium",0,1
"HM318930.1.1350","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,1
"HM270321.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",0,1
"HM270180.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",0,1
"HM270046.1.1343","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,1
"HM269689.1.1352","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,1
"HM269081.1.1361","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured bacterium",0,1
"HM263504.1.1301","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","uncultured bacterium",0,1
"HM263196.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",0,1
"HM262980.1.1364","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"HM243790.1.1463","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium",0,1
"HM233990.1.1515","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. IHB B 4016",0,1
"HM187100.1.1455","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","uncultured bacterium",0,1
"HM186718.1.1384","Bacteria","Myxococcota","Polyangia","mle1-27","uncultured bacterium","","",0,1
"HM069037.1.1317","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","uncultured bacterium",0,1
"HM062461.1.1420","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",0,1
"HM062452.1.1422","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured Acidobacteria bacterium",0,1
"HM062167.1.1419","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured Acidobacteria bacterium",0,1
"HM061747.1.1431","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",0,1
"HM049690.1.1508","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",0,1
"HM036030.1.1526","Bacteria","Firmicutes","Bacilli","uncultured","uncultured bacterium","","",0,1
"HM036024.1.1526","Bacteria","Firmicutes","Bacilli","uncultured","uncultured bacterium","","",0,1
"HK695077.2.1534","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","unidentified",0,1
"HG528978.1.1300","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured bacterium","","",0,1
"HG324077.1.1604","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus polymyxa",0,1
"HG316039.1.1487","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured bacterium",0,1
"HE974809.1.1514","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",0,1
"HE974807.1.1514","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",0,1
"HE974805.1.1514","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",0,1
"GU985154.1.1472","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","uncultured","Bacillus sp. K3",0,1
"GU983312.1.1371","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured Caulobacterales bacterium",0,1
"GU731263.1.1393","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","uncultured","bacterium enrichment culture clone heteroA10_4W",0,1
"GU727722.1.1508","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured soil bacterium",0,1
"GU598900.1.1516","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured soil bacterium","","",0,1
"GU454909.1.1490","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium",0,1
"GU320665.1.1496","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Tepidimicrobium","uncultured bacterium",0,1
"GU201550.1.1484","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","uncultured Chitinophaga sp.",0,1
"GU172197.1.1470","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"GU172195.1.1476","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma","uncultured bacterium",0,1
"GU172188.1.1484","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"GU118520.1.1409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"GQ889442.1.1398","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","Gemmata sp. Io4-2",0,1
"GQ889438.1.1400","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","Gemmata sp. Io3-3",0,1
"GQ448786.1.1410","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","uncultured bacterium",0,1
"GQ423054.1.1464","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. S3",0,1
"GQ402724.1.1406","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured bacterium",0,1
"GQ402560.1.1424","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","uncultured bacterium",0,1
"GQ397067.1.1531","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",0,1
"GQ369128.1.1447","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","Rhodoplanes sp. Z2-YC6860",0,1
"GQ339167.1.1460","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"GQ264480.1.1287","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","uncultured bacterium",0,1
"GQ264304.1.1465","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","uncultured bacterium","","",0,1
"GQ262993.1.1463","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"GQ093878.1.1371","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"FXWM01000001.6214670.6216223","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. OV166",0,1
"FR853458.1.1493","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",0,1
"FR749821.1.1477","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera","uncultured planctomycete",0,1
"FR749741.1.1490","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga","uncultured Bacteroidetes bacterium",0,1
"FR720633.1.1420","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"FR687575.1.1499","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","uncultured bacterium",0,1
"FR687530.1.1489","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",0,1
"FR687481.1.1450","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"FPLS01061900.16.1530","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","uncultured","metagenome",0,1
"FPLS01060983.10.1478","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","metagenome",0,1
"FPLS01058893.7.1468","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes","metagenome",0,1
"FPLS01057992.1.1238","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga","metagenome",0,1
"FPLS01057716.12.1507","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","metagenome",0,1
"FPLS01057577.12.1449","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria","metagenome","","",0,1
"FPLS01051710.11.1542","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","metagenome","",0,1
"FPLS01048364.8.1503","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","metagenome",0,1
"FPLS01046158.1.1434","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome",0,1
"FPLS01042414.12.1449","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria","metagenome","","",0,1
"FPLS01041349.10.1536","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","metagenome",0,1
"FPLS01040915.20.1554","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","metagenome","","",0,1
"FPLS01037686.9.1492","Bacteria","Cyanobacteria","Sericytochromatia","metagenome","","","",0,1
"FPLS01028760.1.1459","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","metagenome",0,1
"FPLS01024981.13.1527","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","metagenome","",0,1
"FPLS01020520.2.1366","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","metagenome",0,1
"FPLS01015745.10.1430","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","metagenome",0,1
"FPLS01004313.22.1536","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Xylophilus","metagenome",0,1
"FPLS01003718.15.1387","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","metagenome",0,1
"FPLP01007589.16.1415","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","metagenome",0,1
"FPLP01005033.1.1519","Bacteria","Elusimicrobiota","Lineage IIa","metagenome","","","",0,1
"FPLL01008194.16.1539","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","metagenome",0,1
"FOQM01000028.9341.10831","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Gha",0,1
"FNRO01000036.3762.5300","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovorax sp. YR216",0,1
"FN811262.1.1492","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","uncultured Bacteroidetes bacterium",0,1
"FN667383.1.1538","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Thermobacillus","uncultured compost bacterium",0,1
"FN667373.1.1538","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Thermobacillus","uncultured compost bacterium",0,1
"FN667161.1.1467","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae","uncultured compost bacterium","",0,1
"FN386764.1.1442","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Herbaspirillum sp. Sco-D20",0,1
"FM211700.1.1467","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","alpha proteobacterium P110",0,1
"FJ976043.1.1423","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella","Cohnella sp. AR92",0,1
"FJ936867.1.1447","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"FJ889345.1.1493","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured Dokdonella sp.",0,1
"FJ889343.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","uncultured Dokdonella sp.",0,1
"FJ790607.1.1347","Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium","uncultured bacterium",0,1
"FJ712603.1.1447","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"FJ625330.1.1437","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",0,1
"FJ625322.1.1433","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"FJ624932.1.1485","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",0,1
"FJ613603.1.1526","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus firmus",0,1
"FJ592886.1.1369","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","uncultured bacterium","","",0,1
"FJ545555.1.1553","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","uncultured","uncultured bacterium",0,1
"FJ536879.1.1446","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured Planctomycetaceae bacterium",0,1
"FJ479473.1.1515","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter","uncultured bacterium",0,1
"FJ479433.1.1494","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","uncultured bacterium",0,1
"FJ479333.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"FJ479206.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"FJ479044.1.1449","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"FJ478915.1.1509","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"FJ466420.1.1470","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"FJ466198.1.1477","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"FJ466185.1.1457","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured bacterium",0,1
"FJ466095.1.1398","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",0,1
"FJ466008.1.1420","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",0,1
"FJ405885.1.1505","Bacteria","Elusimicrobiota","Lineage IIa","actinobacterium YJF1-30","","","",0,1
