"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"FJ193309.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",0,1
"FJ193060.1.1440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",0,1
"FJ152869.1.1440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"FJ152820.1.1504","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"FCOD02000076.3683.5211","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Caballeronia turbans",0,1
"EU979051.1.1524","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured delta proteobacterium","","",0,1
"EU888513.1.1318","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus purispatii",0,1
"EU881281.1.1519","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",0,1
"EU861926.1.1480","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Candidatus Nostocoida","uncultured soil bacterium",0,1
"EU861820.1.1488","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured soil bacterium",0,1
"EU817577.1.1507","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",0,1
"EU775216.1.1360","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","uncultured","uncultured bacterium",0,1
"EU669606.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","uncultured bacterium",0,1
"EU589248.1.1515","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured soil bacterium",0,1
"EU571146.1.1510","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella","Paenibacillus sp. 7-9",0,1
"EU570501.1.1445","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces griseoflavus",0,1
"EU558285.1.1514","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. B3a",0,1
"EU466995.1.1415","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","uncultured","uncultured bacterium",0,1
"EU449748.1.1434","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",0,1
"EU445219.1.1493","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured bacterium","",0,1
"EU445194.1.1548","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",0,1
"EU440718.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",0,1
"EU440646.1.1446","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured Actinomycetales bacterium","","",0,1
"EU440643.1.1424","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured Edaphobacter sp.",0,1
"EU420075.1.1440","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus popilliae",0,1
"EU335430.1.1456","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",0,1
"EU335345.1.1496","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured bacterium",0,1
"EU335276.1.1525","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured bacterium",0,1
"EU276554.1.1473","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured Methylococcales bacterium",0,1
"EU221388.1.1506","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus megaterium",0,1
"EU202851.1.1451","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured Archangiaceae bacterium",0,1
"EU193116.1.1499","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Thermomonas sp.",0,1
"EU193087.1.1501","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured Rubrobacterales bacterium","",0,1
"EU193037.1.1469","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteriaceae bacterium","",0,1
"EU192959.1.1510","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",0,1
"EU150246.1.1464","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",0,1
"EU135300.1.1359","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"EU135253.1.1360","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"EU135251.1.1375","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"EU135224.1.1351","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured bacterium",0,1
"EU135030.1.1305","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",0,1
"EU134318.1.1375","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured bacterium",0,1
"EU133415.1.1271","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"EU133157.1.1353","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","uncultured","uncultured bacterium",0,1
"EU044518.1.1394","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"EU044458.1.1400","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"EU044304.1.1391","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"EU044298.1.1407","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"EU044235.1.1410","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"EU044095.1.1383","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"EU043973.1.1370","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"EU037328.1.1478","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"EF632934.1.1528","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,1
"EF540408.1.1457","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","uncultured soil bacterium","",0,1
"EF516797.1.1411","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured bacterium",0,1
"EF516559.1.1444","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",0,1
"EF516551.1.1468","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",0,1
"EF516542.1.1476","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"EF516476.1.1405","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","uncultured bacterium","",0,1
"EF516379.1.1442","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured bacterium",0,1
"EF516360.1.1420","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"EF516317.1.1462","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",0,1
"EF516266.1.1384","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","WWH38","uncultured bacterium","",0,1
"EF516185.1.1493","Bacteria","Myxococcota","Polyangia","mle1-27","uncultured bacterium","","",0,1
"EF516099.1.1440","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium",0,1
"EF516070.1.1466","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",0,1
"EF516050.1.1421","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured bacterium",0,1
"EF516044.1.1455","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,1
"EF515967.1.1476","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"EF515913.1.1468","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",0,1
"EF515899.1.1471","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured bacterium",0,1
"EF515898.1.1464","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",0,1
"EF494373.1.1507","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"EF492931.1.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",0,1
"EF492915.1.1479","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"EF492897.1.1511","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"EF474078.1.1518","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus polymyxa",0,1
"EF409859.1.1343","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",0,1
"EF019513.1.1338","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Hyphomicrobiaceae bacterium",0,1
"EF019199.1.1351","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",0,1
"EF018988.1.1347","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",0,1
"EF018959.1.1403","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured proteobacterium",0,1
"EF018393.1.1395","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",0,1
"DQ984571.1.1454","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured bacterium",0,1
"DQ984568.1.1453","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"DQ984565.1.1483","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",0,1
"DQ984564.1.1482","Bacteria","Acidobacteriota","Subgroup 5","uncultured bacterium","","","",0,1
"DQ823204.1.1464","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","uncultured","uncultured bacterium",0,1
"DQ451497.1.1449","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus","uncultured bacterium",0,1
"DQ451495.1.1495","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"DQ451488.1.1460","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",0,1
"DQ404673.1.1468","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",0,1
"DQ395987.1.1492","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured organism",0,1
"DQ395983.1.1546","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured organism",0,1
"DQ395953.1.1525","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured organism",0,1
"DQ365999.1.1490","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","uncultured Bacteroidetes bacterium",0,1
"DQ347895.1.1434","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","uncultured bacterium",0,1
"DQ337578.1.1442","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Rhizobium sp. CHNTR53",0,1
"DQ303350.1.1447","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",0,1
"DQ129623.1.1444","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured bacterium",0,1
"DQ129531.1.1484","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"DQ129492.1.1429","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"DQ125684.1.1476","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",0,1
"DQ083104.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella","uncultured bacterium",0,1
"CVRB01000005.799.2336","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. LF1",0,1
"CP024906.2722083.2723623","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Paraburkholderia caledonica",0,1
"CP021434.3333759.3335306","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus avium",0,1
"CP021434.2862248.2863798","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus avium",0,1
"CP019038.4793191.4794699","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia putida",0,1
"CP019038.4768364.4769872","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia putida",0,1
"CP016786.2743537.2745057","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","Clostridium isatidis",0,1
"CP012333.5936832.5938381","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Labilithrix","Labilithrix luteola",0,1
"CP011390.1745603.1747143","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Flavisolibacter tropicus",0,1
"CP011114.4203702.4205267","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus durus ATCC 35681",0,1
"CP010951.2502466.2504008","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Ramlibacter tataouinensis",0,1
"CP010951.2496980.2498522","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Ramlibacter tataouinensis",0,1
"CP007444.4552578.4554122","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Dyella jiangningensis",0,1
"CP000245.566088.567610","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Ramlibacter tataouinensis TTB310",0,1
"BBFE01000097.1.1505","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. JCM 18996",0,1
"AY963500.1.1422","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"AY963464.1.1424","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",0,1
"AY903276.1.1485","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Geodermatophilaceae bacterium CIBE-G10",0,1
"AY725253.1.1490","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,1
"AY725246.1.1491","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,1
"AY673166.1.1459","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin6207","",0,1
"AY662029.1.1406","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","uncultured bacterium","",0,1
"AY635873.1.1503","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. BM-10_7",0,1
"AY625143.1.1453","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","uncultured bacterium",0,1
"AY439189.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,1
"AY395362.1.1453","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured Rubrobacteria bacterium","",0,1
"AY329630.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Pp3a.1",0,1
"AY326602.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured soil bacterium",0,1
"AY326563.1.1423","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured soil bacterium","",0,1
