"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"JN860416.1.1471","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","uncultured Armatimonadetes bacterium","",0,1
"JN836925.1.1513","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. IICDBZ8",0,1
"JN793955.1.1493","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Planifilum","Planifilum composti",0,1
"JN793954.1.1494","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Planifilum","Planifilum composti",0,1
"JN793863.1.1453","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",0,1
"JN793855.1.1520","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured Paenibacillus sp.",0,1
"JN698182.1.1371","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","uncultured bacterium",0,1
"JN678721.1.1387","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Herbaspirillum sp. MIC2029",0,1
"JN657219.1.1489","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum massiliense JC206",0,1
"JN650277.1.1471","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus","Rummeliibacillus pycnus",0,1
"JN643094.1.1280","Bacteria","RCP2-54","uncultured bacterium","","","","",0,1
"JN628305.1.1441","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured bacterium",0,1
"JN627174.1.1409","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium poriferae",0,1
"JN616195.1.1365","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured bacterium",0,1
"JN616078.1.1325","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","uncultured","uncultured bacterium",0,1
"JN615696.1.1325","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","uncultured","uncultured bacterium",0,1
"JN615635.1.1327","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","uncultured","uncultured bacterium",0,1
"JN559143.1.1482","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","uncultured bacterium",0,1
"JN540269.1.1401","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured Clostridiales bacterium",0,1
"JN429727.1.1415","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Berkiella","uncultured organism",0,1
"JN417579.1.1511","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured soil bacterium","",0,1
"JN409147.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Alphaproteobacteria bacterium",0,1
"JN409111.1.1459","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadetes bacterium",0,1
"JN409036.1.1468","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured actinobacterium",0,1
"JN408986.1.1465","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured Nitrospirae bacterium",0,1
"JN408890.1.1456","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","uncultured beta proteobacterium",0,1
"JN392462.1.1451","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium japonicum",0,1
"JN391575.1.1486","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group","uncultured bacterium","",0,1
"JN367190.1.1448","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured actinobacterium","","",0,1
"JN187363.1.1419","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus foraminis",0,1
"JN178369.1.1520","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04","uncultured bacterium",0,1
"JN038843.1.1480","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group","uncultured Bacteroidetes bacterium","",0,1
"JN038823.1.1487","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","uncultured beta proteobacterium",0,1
"JN038718.1.1515","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured delta proteobacterium",0,1
"JN038703.1.1460","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured Acidobacteria bacterium",0,1
"JN038695.1.1515","Bacteria","Acidobacteriota","Blastocatellia","11-24","uncultured bacterium","","",0,1
"JN038645.1.1480","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","uncultured planctomycete",0,1
"JN038591.1.1454","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured planctomycete",0,1
"JN038210.1.1484","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured Mycobacterium sp.",0,1
"JN037973.1.1454","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured Paracraurococcus sp.",0,1
"JN037965.1.1412","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","uncultured","uncultured proteobacterium",0,1
"JN037958.1.1527","Bacteria","Planctomycetota","BD7-11","uncultured planctomycete","","","",0,1
"JN037939.1.1515","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","uncultured Firmicutes bacterium",0,1
"JN037936.1.1514","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","uncultured Firmicutes bacterium",0,1
"JN024088.1.1444","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"JN024083.1.1442","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"JN024076.1.1443","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncultured","uncultured bacterium",0,1
"JN024042.1.1470","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","HSB OF53-F07","uncultured bacterium",0,1
"JN024013.1.1429","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","uncultured bacterium",0,1
"JN023905.1.1454","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured bacterium",0,1
"JN023884.1.1421","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",0,1
"JN023838.1.1453","Bacteria","WPS-2","uncultured bacterium","","","","",0,1
"JN023822.1.1440","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured bacterium",0,1
"JN023815.1.1454","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured bacterium",0,1
"JN023809.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Berkiella","uncultured bacterium",0,1
"JN023524.1.1441","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055","uncultured bacterium",0,1
"JN023473.1.1451","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured bacterium",0,1
"JN023437.1.1491","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured bacterium",0,1
"JN023338.1.1437","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",0,1
"JN023334.1.1454","Bacteria","WPS-2","uncultured bacterium","","","","",0,1
"JN023333.1.1438","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncultured","uncultured bacterium",0,1
"JN023252.1.1454","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured bacterium",0,1
"JN023196.1.1458","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",0,1
"JN023165.1.1502","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"JIAV01000003.26418.27925","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides sp. URHA0032",0,1
"JF979357.1.1462","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",0,1
"JF979263.1.1433","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",0,1
"JF922579.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,1
"JF922515.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",0,1
"JF905619.1.1447","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","Methylobacterium sp. 20",0,1
"JF905604.1.1450","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. 105",0,1
"JF833810.1.1392","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Alphaproteobacteria bacterium",0,1
"JF833799.1.1459","Bacteria","Myxococcota","Polyangia","mle1-27","uncultured delta proteobacterium","","",0,1
"JF833624.1.1474","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured Verrucomicrobia subdivision 3 bacterium",0,1
"JF833595.1.1386","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Alphaproteobacteria bacterium",0,1
"JF833544.1.1385","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured Alphaproteobacteria bacterium",0,1
"JF833536.1.1455","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",0,1
"JF833515.1.1508","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured Aquicella sp.",0,1
"JF833511.1.1534","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Verrucomicrobia bacterium","",0,1
"JF832333.1.1474","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",0,1
"JF825494.1.1570","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","uncultured Geobacillus sp.",0,1
"JF808872.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","uncultured Comamonas sp.",0,1
"JF808871.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","uncultured Comamonas sp.",0,1
"JF800747.1.1456","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured bacterium",0,1
"JF779685.1.1512","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella massiliensis",0,1
"JF737884.1.1459","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisphaera","uncultured bacterium",0,1
"JF737861.1.1459","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisphaera","uncultured bacterium",0,1
"JF734330.1.1518","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. DB-1",0,1
"JF727711.1.1516","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",0,1
"JF718670.1.1487","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",0,1
"JF706691.1.1509","Bacteria","Chloroflexi","TK10","uncultured Chloroflexi bacterium","","","",0,1
"JF706684.1.1486","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured Nitrospira sp.",0,1
"JF703558.1.1394","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonadaceae bacterium",0,1
"JF703489.1.1378","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured Hyphomicrobiaceae bacterium",0,1
"JF703410.1.1375","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonadaceae bacterium",0,1
"JF703331.1.1438","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured beta proteobacterium",0,1
"JF681742.1.1261","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","uncultured bacterium",0,1
"JF513162.1.1505","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus megaterium",0,1
"JF504703.1.1523","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Burkholderia sp. 8B",0,1
"JF496380.1.1409","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus pectinilyticus",0,1
"JF438969.1.1408","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","Microvirga flocculans",0,1
"JF429378.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium",0,1
"JF429366.1.1496","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured","uncultured bacterium",0,1
"JF429307.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium",0,1
"JF429131.1.1516","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",0,1
"JF429056.1.1582","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","uncultured bacterium","","",0,1
"JF429027.1.1504","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",0,1
"JF429026.1.1496","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",0,1
"JF428990.1.1530","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",0,1
"JF428971.1.1536","Bacteria","Desulfobacterota","uncultured","uncultured bacterium","","","",0,1
"JF428960.1.1482","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
"JF428941.1.1481","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
"JF417964.1.1496","Bacteria","Firmicutes","Limnochordia","M55-D21","uncultured bacterium","","",0,1
"JF417931.1.1496","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Tepidimicrobium","uncultured bacterium",0,1
"JF417918.1.1492","Bacteria","Firmicutes","Limnochordia","uncultured bacterium","","","",0,1
"JF417855.1.1450","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055","uncultured bacterium",0,1
"JF417836.1.1498","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","uncultured bacterium",0,1
"JF417829.1.1486","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","uncultured bacterium",0,1
"JF417821.1.1499","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","uncultured bacterium","","",0,1
"JF417810.1.1516","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella","uncultured bacterium",0,1
"JF417809.1.1466","Bacteria","Cyanobacteria","Sericytochromatia","uncultured bacterium","","","",0,1
"JF342354.1.1491","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium","uncultured bacterium",0,1
"JF319285.1.1445","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Bacteroidetes bacterium",0,1
"JF319283.1.1453","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella","uncultured beta proteobacterium",0,1
"JF319246.1.1460","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured beta proteobacterium",0,1
"JF319245.1.1459","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured beta proteobacterium",0,1
"JF319212.1.1479","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured delta proteobacterium",0,1
"JF319203.1.1486","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured Verrucomicrobia bacterium",0,1
"JF319184.1.1460","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured Nitrospirae bacterium",0,1
"JF317562.1.1515","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. SdTc1FEE1",0,1
"JF309224.1.1497","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. 3546BRRJ",0,1
"JF267702.1.1490","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,1
"JF267700.1.1490","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF266009.1.1318","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
"JF265892.1.1375","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",0,1
"JF236000.1.1359","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","uncultured bacterium","","",0,1
"JF235892.1.1359","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","uncultured bacterium","","",0,1
"JF235390.1.1344","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","uncultured bacterium",0,1
"JF228427.1.1341","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","uncultured bacterium",0,1
"JF215480.1.1374","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","uncultured bacterium","",0,1
"JF211182.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured bacterium",0,1
"JF204251.1.1351","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","uncultured bacterium",0,1
"JF202657.1.1374","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","uncultured bacterium","",0,1
"JF201312.1.1344","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF198908.1.1314","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","uncultured bacterium",0,1
"JF198445.1.1361","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured bacterium",0,1
"JF185938.1.1320","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
"JF185750.1.1331","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",0,1
"JF181627.1.1305","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured bacterium",0,1
"JF181257.1.1344","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF180072.1.1382","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",0,1
"JF178921.1.1369","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","uncultured","uncultured bacterium",0,1
"JF178902.1.1369","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","uncultured","uncultured bacterium",0,1
"JF178889.1.1373","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0,1
"JF178072.1.1312","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured bacterium",0,1
"JF177407.1.1364","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","uncultured bacterium",0,1
"JF177221.1.1364","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","uncultured bacterium",0,1
"JF176808.1.1337","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured bacterium",0,1
"JF175696.1.1346","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF175670.1.1382","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"JF175654.1.1350","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",0,1
"JF175439.1.1344","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF175371.1.1344","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF175246.1.1371","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",0,1
"JF175210.1.1374","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured bacterium","","",0,1
"JF175035.1.1343","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF170515.1.1364","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","uncultured bacterium",0,1
"JF168946.1.1368","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","uncultured","uncultured bacterium",0,1
"JF167919.1.1344","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF167842.1.1344","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",0,1
"JF167723.1.1346","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera","uncultured bacterium",0,1
"JF161322.1.1359","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniphilus","uncultured bacterium",0,1
"JF149907.1.1360","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniphilus","uncultured bacterium",0,1
"JF148959.1.1355","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","uncultured bacterium",0,1
"JF148100.1.1355","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","uncultured bacterium",0,1
"JF145851.1.1355","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","uncultured bacterium",0,1
"JF145745.1.1339","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured bacterium",0,1
"JF145658.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",0,1
"JF145577.1.1340","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",0,1
"JF145565.1.1390","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured bacterium",0,1
"JF145513.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",0,1
"JF145367.1.1390","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured bacterium",0,1
"JF130765.1.1356","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"JF130729.1.1356","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"JF130712.1.1355","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"JF130570.1.1356","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"JF127309.1.1356","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium",0,1
"JF124759.1.1320","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
"JF124258.1.1325","Bacteria","Cyanobacteria","Sericytochromatia","uncultured bacterium","","","",0,1
"JF123103.1.1372","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured bacterium",0,1
"JF122680.1.1355","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured bacterium",0,1
"JF118794.1.1366","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","uncultured bacterium",0,1
"JF118257.1.1320","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",0,1
